Original,Log with 4 places,Log with 3 places,Log with 2 places
0.0013624,0.0013624,0.00136293,0.00128566
0.000194628,0.000194628,0.000194704,0.000183665
0.000973141,0.000973141,0.00097352,0.000918326
0.000389257,0.000389257,0.000389408,0.000367331
0.00116777,0.00116777,0.00116822,0.00110199
0.000389257,0.000389257,0.000389408,0.000378134
0.000583885,0.000583885,0.000584112,0.000547643
0.000778513,0.000778513,0.000778816,0.000730191
0.000973141,0.000973141,0.00097352,0.000912738
0.0013624,0.0013624,0.00136293,0.00127783
0.000389257,0.000389257,0.000389408,0.000365095
0.00116777,0.00116777,0.00116822,0.00109529
0.00194628,0.00194628,0.00194704,0.00182548
0.0013624,0.0013624,0.00136293,0.00127783
0.00155703,0.00155703,0.00155763,0.00146038
0.00116777,0.00116777,0.00116822,0.00109529
0.000583885,0.000583885,0.000584112,0.000547643
0.0013624,0.0013624,0.00136293,0.00127783
0.00155703,0.00155703,0.00155763,0.00146038
0.00214091,0.00214091,0.00214174,0.00200802
0.00116777,0.00116777,0.00116822,0.0011344
0.000583885,0.000583885,0.000584112,0.00058676
0.00116777,0.00116777,0.00116822,0.00117352
0.00116777,0.00116777,0.00116822,0.00117352
0.0013624,0.0013624,0.00136293,0.00136911
0.000778513,0.000778513,0.000778816,0.000782347
0.0013624,0.0013624,0.00136293,0.00136911
0.000583885,0.000583885,0.000584112,0.00058676
0.000583885,0.000583885,0.000584112,0.00058676
0.0013624,0.0013624,0.00136293,0.00136911
0.00116777,0.00116777,0.00116822,0.00117352
0.00116777,0.00116777,0.00116822,0.00117352
0.0013624,0.0013624,0.00136293,0.00132347
0.00116777,0.00116777,0.00116822,0.00110455
0.000389257,0.000389257,0.000389408,0.000368183
0.000389257,0.000389257,0.000389408,0.000368183
0.000389257,0.000389257,0.000389408,0.000368183
0.00155703,0.00155703,0.00155763,0.00147273
0.000973141,0.000973141,0.00097352,0.000920459
0.00116777,0.00116777,0.00116822,0.00110455
0.0013624,0.0013624,0.00136293,0.00128864
0.000583885,0.000583885,0.000584112,0.000567202
0.000973141,0.000973141,0.00097352,0.000945336
0.000194628,0.000194628,0.000194704,0.000189067
0.00155703,0.00155703,0.00155763,0.00151254
0.000973141,0.000973141,0.00097352,0.000945336
0.0013624,0.0013624,0.00136293,0.00132347
0.000583885,0.000583885,0.000584112,0.000567202
0.000583885,0.000583885,0.000584112,0.000580495
0.00116777,0.00116777,0.00116822,0.00116099
0.0013624,0.0013624,0.00136293,0.00135449
0.00155703,0.00155703,0.00155763,0.00154799
0.000973141,0.000973141,0.00097352,0.000967492
0.00175165,0.00175165,0.00175234,0.00174149
0.0013624,0.0013624,0.00136293,0.00135449
0.0013624,0.0013624,0.00136293,0.00135449
0.000973141,0.000973141,0.00097352,0.000967492
0.0013624,0.0013624,0.00136293,0.00135449
0.000973141,0.000973141,0.00097352,0.000967492
0.000778513,0.000778513,0.000778816,0.000773994
0.00116777,0.00116777,0.00116822,0.00116099
0.000583885,0.000583885,0.000584112,0.000580495
0.000194628,0.000194628,0.000194704,0.000193498
0.000778513,0.000778513,0.000778816,0.000773994
0.000778513,0.000778513,0.000778816,0.000773994
0.000778513,0.000778513,0.000778816,0.000773994
0.000973141,0.000973141,0.00097352,0.000967492
0.000973141,0.000973141,0.00097352,0.000967492
0.00116777,0.00116777,0.00116822,0.00116099
0.000583885,0.000583885,0.000584112,0.000580495
0.000973141,0.000973141,0.00097352,0.000967492
0.00175165,0.00175165,0.00175234,0.00174149
0.0013624,0.0013624,0.00136293,0.00135449
0.0013624,0.0013624,0.00136293,0.00135449
0.000973141,0.000973141,0.00097352,0.000967492
0.0013624,0.0013624,0.00136293,0.00135449
0.000778513,0.000778513,0.000778816,0.000773994
0.000973141,0.000973141,0.00097352,0.000967492
0.00116777,0.00116777,0.00116822,0.00116099
0.000583885,0.000583885,0.000584112,0.000586048
0.0013624,0.0013624,0.00136293,0.00136745
0.000778513,0.000778513,0.000778816,0.000781398
0.000389257,0.000389257,0.000389408,0.000390699
0.000973141,0.000973141,0.00097352,0.000976747
0.000778513,0.000778513,0.000778816,0.000781398
0.000389257,0.000389257,0.000389408,0.000390699
0.000778513,0.000778513,0.000778816,0.00078774
0.00155703,0.00155703,0.00155763,0.00157548
0.000973141,0.000973141,0.00097352,0.000984675
0.000973141,0.000973141,0.00097352,0.000984675
0.000194628,0.000194628,0.000194704,0.000188373
0.000778513,0.000778513,0.000778816,0.000753491
0.000973141,0.000973141,0.00097352,0.000941863
0.00116777,0.00116777,0.00116822,0.00113024
0.00116777,0.00116777,0.00116822,0.00113024
0.000973141,0.000973141,0.00097352,0.000941863
0.000389257,0.000389257,0.000389408,0.000376745
0.000778513,0.000778513,0.000778816,0.000753491
0.00116777,0.00116777,0.00116822,0.00113024
0.000389257,0.000389257,0.000389408,0.000376745
0.000583885,0.000583885,0.000584112,0.000565118
0.00175165,0.00175165,0.00175234,0.00169535
0.000973141,0.000973141,0.00097352,0.000941863
0.000973141,0.000973141,0.00097352,0.000941863
0.000778513,0.000778513,0.000778816,0.000753491
0.00116777,0.00116777,0.00116822,0.00113024
0.000778513,0.000778513,0.000778816,0.000753491
0.000583885,0.000583885,0.000584112,0.000565118
0.00155703,0.00155703,0.00155763,0.00150698
0.000973141,0.000973141,0.00097352,0.000941863
0.0013624,0.0013624,0.00136293,0.00131861
0.000973141,0.000973141,0.00097352,0.00100333
0.000973141,0.000973141,0.00097352,0.00100333
0.000778513,0.000778513,0.000778816,0.00080266
0.000583885,0.000583885,0.000584112,0.000601995
0.000778513,0.000778513,0.000778816,0.00080266
0.000194628,0.000194628,0.000194704,0.000200665
0.000973141,0.000973141,0.00097352,0.00100333
0.000778513,0.000778513,0.000778816,0.000773994
0.000778513,0.000778513,0.000778816,0.00080266
0.00116777,0.00116777,0.00116822,0.00120399
0.0013624,0.0013624,0.00136293,0.00140466
0.000778513,0.000778513,0.000778816,0.00080266
0.00116777,0.00116777,0.00116822,0.00120399
0.000583885,0.000583885,0.000584112,0.000580495
0.000583885,0.000583885,0.000584112,0.000549943
0.000778513,0.000778513,0.000778816,0.000733257
0.000583885,0.000583885,0.000584112,0.000549943
0.000778513,0.000778513,0.000778816,0.000733257
0.000973141,0.000973141,0.00097352,0.000916572
0.000973141,0.000973141,0.00097352,0.000967492
0.000778513,0.000778513,0.000778816,0.000773994
0.000778513,0.000778513,0.000778816,0.000773994
0.000973141,0.000973141,0.00097352,0.000943305
0.0013624,0.0013624,0.00136293,0.00132063
0.00155703,0.00155703,0.00155763,0.00150929
0.000194628,0.000194628,0.000194704,0.000188661
0.000778513,0.000778513,0.000778816,0.000754644
0.000389257,0.000389257,0.000389408,0.000377322
0.000973141,0.000973141,0.00097352,0.000943305
0.00155703,0.00155703,0.00155763,0.00150929
0.0013624,0.0013624,0.00136293,0.00135449
0.000778513,0.000778513,0.000778816,0.000773994
0.00116777,0.00116777,0.00116822,0.00116099
0.000778513,0.000778513,0.000778816,0.000773994
0.000973141,0.000973141,0.00097352,0.000967492
0.000778513,0.000778513,0.000778816,0.000773994
0.00116777,0.00116777,0.00116822,0.00116099
0.000389257,0.000389257,0.000389408,0.000391331
0.000973141,0.000973141,0.00097352,0.000978328
0.0013624,0.0013624,0.00136293,0.00136966
0.000583885,0.000583885,0.000584112,0.000586997
0.000973141,0.000973141,0.00097352,0.000978328
0.000973141,0.000973141,0.00097352,0.000978328
0.00116777,0.00116777,0.00116822,0.00117399
0.00175165,0.00175165,0.00175234,0.00176099
0.000973141,0.000973141,0.00097352,0.000978328
0.000389257,0.000389257,0.000389408,0.000391331
0.00155703,0.00155703,0.00155763,0.00156533
0.00155703,0.00155703,0.00155763,0.00156533
0.000778513,0.000778513,0.000778816,0.000782663
0.000973141,0.000973141,0.00097352,0.000978328
0.00116777,0.00116777,0.00116822,0.00117399
0.00233554,0.00233554,0.00233645,0.00233015
0.000973141,0.000973141,0.00097352,0.000970898
0.000973141,0.000973141,0.00097352,0.000970898
0.000389257,0.000389257,0.000389408,0.000388359
0.0013624,0.0013624,0.00136293,0.00135926
0.000973141,0.000973141,0.00097352,0.000970898
0.0013624,0.0013624,0.00136293,0.00135926
0.0013624,0.0013624,0.00136293,0.00135926
0.00116777,0.00116777,0.00116822,0.00118885
0.000389257,0.000389257,0.000389408,0.000396285
0.00116777,0.00116777,0.00116822,0.00118885
0.00155703,0.00155703,0.00155763,0.00158514
0.000973141,0.000973141,0.00097352,0.000990712
0.000583885,0.000583885,0.000584112,0.000594427
0.000194628,0.000194628,0.000194704,0.000198142
0.0013624,0.0013624,0.00136293,0.001387
0.000583885,0.000583885,0.000584112,0.000594427
0.00155703,0.00155703,0.00155763,0.00158514
0.00175165,0.00175165,0.00175234,0.00178328
0.000583885,0.000583885,0.000584112,0.000594427
0.00116777,0.00116777,0.00116822,0.00118885
0.0013624,0.0013624,0.00136293,0.001387
0.0013624,0.0013624,0.00136293,0.001387
0.00116777,0.00116777,0.00116822,0.00118885
0.00116777,0.00116777,0.00116822,0.00118885
0.00116777,0.00116777,0.00116822,0.00118885
0.00116777,0.00116777,0.00116822,0.00118885
0.000389257,0.000389257,0.000389408,0.000396285
0.00116777,0.00116777,0.00116822,0.00118885
0.00155703,0.00155703,0.00155763,0.00158514
0.000194628,0.000194628,0.000194704,0.000198142
0.00116777,0.00116777,0.00116822,0.00116894
0.000583885,0.000583885,0.000584112,0.000584471
0.000973141,0.000973141,0.00097352,0.000974119
0.0013624,0.0013624,0.00136293,0.00136377
0.000778513,0.000778513,0.000778816,0.000779295
0.000973141,0.000973141,0.00097352,0.000974119
0.000973141,0.000973141,0.00097352,0.000974119
0.000973141,0.000973141,0.00097352,0.000974119
0.000973141,0.000973141,0.00097352,0.000974119
0.000973141,0.000973141,0.00097352,0.00092285
0.00175165,0.00175165,0.00175234,0.00166113
0.000973141,0.000973141,0.00097352,0.00092285
0.000583885,0.000583885,0.000584112,0.000597755
0.00116777,0.00116777,0.00116822,0.00119551
0.00116777,0.00116777,0.00116822,0.00119551
0.000389257,0.000389257,0.000389408,0.000398503
0.000973141,0.000973141,0.00097352,0.000996258
0.00116777,0.00116777,0.00116822,0.00119551
0.000778513,0.000778513,0.000778816,0.000797006
0.00116777,0.00116777,0.00116822,0.00119551
0.000194628,0.000194628,0.000194704,0.000199252
0.000973141,0.000973141,0.00097352,0.000996258
0.00175165,0.00175165,0.00175234,0.00175341
0.000389257,0.000389257,0.000389408,0.000389648
0.0013624,0.0013624,0.00136293,0.00136377
0.000973141,0.000973141,0.00097352,0.000974119
0.000972963,nan,nan,0.000909178
1.7816E-07,0.000973141,0.00097352,6.49413E-05
0.000583885,0.000583885,0.000584112,0.000584471
0.0013624,0.0013624,0.00136293,0.00136377
0.00116777,0.00116777,0.00116822,0.00120399
0.000194628,0.000194628,0.000194704,0.000200665
0.000973141,0.000973141,0.00097352,0.00100333
0.000973141,0.000973141,0.00097352,0.00100333
0.00116777,0.00116777,0.00116822,0.00120399
0.000778513,0.000778513,0.000778816,0.00080266
0.000778513,0.000778513,0.000778816,0.000773994
0.000778513,0.000778513,0.000778816,0.000773994
0.00116777,0.00116777,0.00116822,0.00116099
0.000973141,0.000973141,0.00097352,0.000967492
0.00194628,0.00194628,0.00194704,0.00193498
0.000778513,0.000778513,0.000778816,0.000773994
0.0013624,0.0013624,0.00136293,0.00135449
0.000778513,0.000778513,0.000778816,0.000773994
0.000583885,0.000583885,0.000584112,0.000580495
0.000778513,0.000778513,0.000778816,0.000773994
0.000389257,0.000389257,0.000389408,0.000386997
0.0013624,0.0013624,0.00136293,0.0012832
0.000778513,0.000778513,0.000778816,0.000733257
0.000778513,0.000778513,0.000778816,0.000733257
0.000778513,0.000778513,0.000778816,0.000733257
0.000973141,0.000973141,0.00097352,0.000967492
0.000778513,0.000778513,0.00077526,0.000771687
0.00116777,0.00116777,0.00116289,0.00115753
0.000583885,0.000583885,0.000581445,0.000578765
0.00116777,0.00116777,0.00116289,0.00115753
0.0013624,0.0013624,0.0013567,0.00135045
0.000973141,0.000973141,0.000969075,0.000964609
0.000973141,0.000973141,0.000969075,0.000964609
0.000973141,0.000973141,0.000969075,0.000964609
0.00155703,0.00155703,0.00155052,0.00154337
0.000778513,0.000778513,0.00077526,0.000771687
0.000583885,0.000583885,0.000581445,0.000578765
0.000973141,0.000973141,0.000969075,0.000964609
0.000778513,0.000778513,0.00077526,0.000784548
0.000973141,0.000973141,0.000969075,0.000980685
0.000583885,0.000583885,0.000581445,0.000588411
0.00155703,0.00155703,0.00155052,0.0015691
0.000194628,0.000194628,0.000193815,0.000196137
0.00116777,0.00116777,0.00116289,0.00117682
0.000583885,0.000583885,0.000581445,0.000588411
0.000194628,0.000194628,0.000193815,0.000196137
0.000778513,0.000778513,0.00077526,0.000784548
0.00155703,0.00155703,0.00155052,0.0015691
0.00116777,0.00116777,0.00116289,0.00117682
0.000973141,0.000973141,0.000969075,0.000980685
0.000583885,0.000583885,0.000581445,0.000588411
0.000583885,0.000583885,0.000581445,0.000588411
0.000778513,0.000778513,0.00077526,0.000784548
0.00116777,0.00116777,0.00116289,0.00117682
0.000778513,0.000778513,0.00077526,0.000784548
0.00155703,0.00155703,0.00155052,0.00163587
0.000389257,0.000389257,0.00038763,0.000408967
0.0013624,0.0013624,0.0013567,0.00143138
0.00116777,0.00116777,0.00116289,0.0012269
0.0013624,0.0013624,0.0013567,0.00143138
0.000973141,0.000973141,0.000969075,0.00102242
0.00175165,0.00175165,0.00174433,0.00184035
0.000583885,0.000583885,0.000581445,0.00061345
0.00116777,0.00116777,0.00116289,0.00117682
0.00194628,0.00194628,0.00193815,0.00196137
0.000973141,0.000973141,0.000969075,0.000980685
0.000973141,0.000973141,0.000969075,0.000980685
0.00116777,0.00116777,0.00116289,0.00117682
0.000973141,0.000973141,0.000969075,0.000980685
0.000973141,0.000973141,0.00097352,0.000951566
0.000389257,0.000389257,0.000389408,0.000380627
0.000778513,0.000778513,0.000778816,0.000761253
0.000973141,0.000973141,0.00097352,0.000951566
0.000778513,0.000778513,0.000778816,0.000761253
0.000973141,0.000973141,0.00097352,0.000951566
0.00116777,0.00116777,0.00116822,0.00114188
0.000973141,0.000973141,0.00097352,0.000951566
0.0013624,0.0013624,0.00136293,0.00133219
0.00175165,0.00175165,0.00175234,0.00171282
0.00116777,0.00116777,0.00116822,0.00114188
0.000973141,0.000973141,0.00097352,0.000951566
0.00155703,0.00155703,0.00155763,0.00152251
0.0013624,0.0013624,0.00136293,0.00133219
0.000778513,0.000778513,0.000778816,0.000761253
0.000583885,0.000583885,0.000584112,0.00057094
0.000389257,0.000389257,0.000389408,0.000380627
0.00155703,0.00155703,0.00155763,0.00152251
0.000583885,0.000583885,0.000584112,0.00057094
0.000778513,0.000778513,0.000778816,0.000761253
0.000973141,0.000973141,0.00097352,0.000951566
0.000778513,0.000778513,0.000778816,0.000761253
0.00155703,0.00155703,0.00155763,0.00152251
0.000973141,0.000973141,0.00097352,0.000951566
0.00155703,0.00155703,0.00155763,0.00152251
0.00116777,0.00116777,0.00116822,0.00114188
0.000778513,0.000778513,0.000778816,0.000761253
0.000973141,0.000973141,0.00097352,0.000951566
0.000583885,0.000583885,0.000584112,0.00057094
0.000778513,0.000778513,0.000778816,0.000761253
0.00155703,0.00155703,0.00155763,0.00152251
0.000583885,0.000583885,0.000584112,0.00057094
0.0013624,0.0013624,0.00136293,0.00129889
0.00116777,0.00116777,0.00116822,0.00111333
0.000778513,0.000778513,0.000778816,0.000742222
0.0013624,0.0013624,0.00136293,0.00129889
0.0013624,0.0013624,0.00136293,0.00129889
0.000778513,0.000778513,0.000778816,0.000742222
0.000973141,0.000973141,0.00097352,0.000927777
0.00116777,0.00116777,0.00116822,0.00114188
0.000973141,0.000973141,0.00097352,0.000951566
0.000973141,0.000973141,0.00097352,0.000951566
0.000973141,0.000973141,0.00097352,0.000951566
0.00116777,0.00116777,0.00116822,0.00114188
0.000973141,0.000973141,0.00097352,0.000951566
0.0013624,0.0013624,0.00136293,0.00133219
0.000973141,0.000973141,0.00097352,0.000991364
0.0013624,0.0013624,0.00136293,0.00138791
0.000973141,0.000973141,0.00097352,0.000991364
0.000583885,0.000583885,0.000584112,0.000594819
0.00155703,0.00155703,0.00155763,0.00158618
0.00175165,0.00175165,0.00175234,0.00178446
0.000583885,0.000583885,0.000584112,0.000594819
0.0013624,0.0013624,0.00136293,0.00138791
0.000778513,0.000778513,0.000778816,0.000793092
0.0013624,0.0013624,0.00136293,0.00138791
0.000778513,0.000778513,0.000778816,0.000793092
0.000583885,0.000583885,0.000584112,0.000594819
0.0013624,0.0013624,0.00136293,0.00138791
0.00155703,0.00155703,0.00155763,0.00153812
0.000973141,0.000973141,0.00097352,0.000961323
0.00116777,0.00116777,0.00116822,0.00115359
0.00155703,0.00155703,0.00155763,0.00153812
0.00116777,0.00116777,0.00116822,0.00115359
0.000583885,0.000583885,0.000584112,0.000594819
0.00116777,0.00116777,0.00116822,0.00118964
0.0013624,0.0013624,0.00136293,0.00138791
0.00116777,0.00116777,0.00116822,0.00118964
0.000194628,0.000194628,0.000194704,0.000198273
0.000973141,0.000973141,0.00097352,0.000991364
0.000973141,0.000973141,0.00097352,0.000955183
0.000973141,0.000973141,0.00097352,0.000998601
0.00155703,0.00155703,0.00155763,0.00159776
0.00175165,0.00175165,0.00175234,0.00179748
0.000973141,0.000973141,0.00097352,0.000988121
0.00116777,0.00116777,0.00116822,0.00118574
0.000389257,0.000389257,0.000389408,0.000395248
0.000389257,0.000389257,0.000389408,0.000395248
0.00155703,0.00155703,0.00155763,0.00158099
0.000583885,0.000583885,0.000584112,0.000592872
0.000973141,0.000973141,0.00097352,0.000988121
0.000778513,0.000778513,0.000778816,0.000790496
0.000778513,0.000778513,0.000778816,0.000790496
0.00155703,0.00155703,0.00155763,0.00158099
0.000778513,0.000778513,0.000778816,0.000790496
0.0013624,0.0013624,0.00136293,0.00138337
0.000778513,0.000778513,0.000778816,0.000740991
0.0013624,0.0013624,0.00136293,0.00129673
0.0013624,0.0013624,0.00136293,0.00129673
0.00194628,0.00194628,0.00194704,0.00185248
0.000583885,0.000583885,0.000584112,0.000555743
0.0013624,0.0013624,0.00136293,0.00129673
0.00116777,0.00116777,0.00116822,0.00111149
0.0013624,0.0013624,0.00136293,0.00129673
0.000778513,0.000778513,0.000778816,0.000740991
0.0013624,0.0013624,0.00136293,0.00129673
